timestamp,candle1_time,candle3_time,middle_point,middle_high,middle_low,middle_open,middle_close,middle_body,middle_is_bullish,body1_ratio,body3_ratio,is_doji_on_3,max_upside,max_downside,larger_move_direction,move_ratio_larger_to_smaller,first_direction_moved,upside_was_reached,downside_was_reached,bars_to_max_upside,bars_to_max_downside,bars_to_return_to_middle,price_at_max_upside,price_at_max_downside
2025-05-04 18:23:13.126902,2025-05-04 17:23:13.126902,2025-05-04 19:23:13.126902,40009.27466332342,40425.19442182592,39593.35490482091,40007.28372157813,40088.54874739916,81.26502582102694,True,0.44813247306067133,0.18458195449121545,False,535.9486071894862,583.2526558933823,DOWN,583252.6558933823,DOWN,True,True,0,0,0,40545.223270512906,39426.02200743004
2025-05-04 21:23:13.126902,2025-05-04 20:23:13.126902,2025-05-04 22:23:13.126902,39987.07937479641,40361.384826460904,39612.77392313192,40008.96839257187,40071.368671451055,62.40027887918404,True,0.06726601138538167,0.4810035136966042,False,651.3141547519845,430.34098819426436,UP,651314.1547519844,DOWN,True,True,0,0,0,40638.3935295484,39556.73838660215
2025-05-05 14:23:13.126902,2025-05-05 13:23:13.126902,2025-05-05 15:23:13.126902,39983.579920511154,40209.07605111659,39758.083789905715,39989.79384506442,40040.12984903446,50.33600397004193,True,0.3579340902186456,0.47520406431180406,False,353.7045475210107,253.84270084249874,UP,353704.5475210107,DOWN,True,True,0,0,0,40337.284468032165,39729.737219668656
2025-05-05 18:23:13.126902,2025-05-05 17:23:13.126902,2025-05-05 19:23:13.126902,39735.249232063084,40216.33491719865,39254.16354692751,39987.57340957872,39818.45047851527,169.1229310634517,False,0.33582070669464953,0.20047366601208574,False,765.836128463583,481.0856851355711,UP,765836.128463583,UP,True,True,0,0,1,40501.08536052667,39254.16354692751
2025-05-06 09:23:13.126902,2025-05-06 08:23:13.126902,2025-05-06 10:23:13.126902,39816.52025205192,40102.11422220139,39530.92628190245,39979.24566944538,39818.20420857626,161.04146086912078,False,0.1986948234883843,0.4304059195883276,False,751.6987455041526,285.5939701494717,UP,751698.7455041526,DOWN,True,True,0,0,0,40568.218997556076,39530.92628190245
2025-05-06 15:23:13.126902,2025-05-06 14:23:13.126902,2025-05-06 16:23:13.126902,39930.15275616957,40343.030999346964,39517.27451299218,39977.518597462345,40003.96642901759,26.44783155524783,True,0.4361044033381402,0.25655004713573015,False,412.8782431773943,412.87824317738705,UP,412878.2431773943,DOWN,True,True,0,0,0,40343.030999346964,39517.27451299218
2025-05-06 17:23:13.126902,2025-05-06 16:23:13.126902,2025-05-06 18:23:13.126902,40047.42017699159,40333.80664437903,39761.03370960415,39977.40255666738,40032.22112011495,54.8185634475667,True,0.12377545133277046,0.45634917821337584,False,479.0535211803799,318.86006285181065,UP,479053.5211803799,DOWN,True,True,0,0,0,40526.47369817197,39728.56011413978
2025-05-06 20:23:13.126902,2025-05-06 19:23:13.126902,2025-05-06 21:23:13.126902,40131.40775211701,40475.60517899219,39787.21032524184,39979.67006884125,39958.211476748686,21.458592092567415,False,0.2449629245912328,0.30290475035784487,False,344.1974268751801,522.1270347021782,DOWN,522127.0347021782,DOWN,True,True,0,0,0,40475.60517899219,39609.28071741483
2025-05-07 01:23:13.126902,2025-05-07 00:23:13.126902,2025-05-07 02:23:13.126902,40263.92626369036,40659.67473603769,39868.177791343034,39980.37565778287,40087.74070662435,107.36504884147871,True,0.2836252875220141,0.1974715084958971,False,395.7484723473317,656.1642109918903,DOWN,656164.2109918903,DOWN,True,True,0,1,1,40659.67473603769,39607.76205269847
2025-05-07 09:23:13.126902,2025-05-07 08:23:13.126902,2025-05-07 10:23:13.126902,39857.8780767594,40374.99849689408,39340.757656624715,39981.47544870128,39881.91747885148,99.55796984980407,False,0.4147726560545604,0.3074768997721094,False,517.1204201346773,517.1204201346845,DOWN,517120.42013468454,DOWN,True,True,0,0,0,40374.99849689408,39340.757656624715
2025-05-08 06:23:13.126902,2025-05-08 05:23:13.126902,2025-05-08 07:23:13.126902,40066.04227171502,40538.477185501986,39593.60735792806,39982.97332729988,40132.43499962691,149.4616723270301,True,0.3579764310439061,0.4035891176013818,False,472.4349137869649,626.6570235165054,DOWN,626657.0235165054,DOWN,True,True,0,0,0,40538.477185501986,39439.385248198516
2025-05-08 11:23:13.126902,2025-05-08 10:23:13.126902,2025-05-08 12:23:13.126902,39843.44320451666,40305.30219974143,39381.58420929188,39979.205428677975,39926.179841914614,53.02558676336048,False,0.22691064299005648,0.3134420174367727,False,699.321415832892,461.8589952247785,UP,699321.415832892,DOWN,True,True,0,0,0,40542.76462034955,39381.58420929188
2025-05-08 19:23:13.126902,2025-05-08 18:23:13.126902,2025-05-08 20:23:13.126902,39710.81566554454,40122.15458147874,39299.476749610345,39974.01090978427,39841.52555828196,132.48535150231328,False,0.2569692412345461,0.284457927174456,False,905.818577780301,411.33891593419685,UP,905818.577780301,DOWN,True,True,0,0,0,40616.63424332484,39299.476749610345
2025-05-08 21:23:13.126902,2025-05-08 20:23:13.126902,2025-05-08 22:23:13.126902,40091.42808205649,40616.63424332484,39566.22192078814,39974.524742716465,40076.21190241406,101.68715969759796,True,0.3706122639416927,0.21857760678967064,False,525.2061612683538,558.6811078873652,DOWN,558681.1078873652,DOWN,True,True,0,0,0,40616.63424332484,39532.746974169124
2025-05-08 23:23:13.126902,2025-05-08 22:23:13.126902,2025-05-09 00:23:13.126902,39887.6520533616,40242.55713255407,39532.746974169124,39978.673023273645,39910.91126014032,67.7617631333269,False,0.3280100012186439,0.05257124292864789,True,672.1591216636589,354.90507919247466,UP,672159.1216636589,DOWN,True,True,0,0,0,40559.81117502526,39532.746974169124
2025-05-09 04:23:13.126902,2025-05-09 03:23:13.126902,2025-05-09 05:23:13.126902,39826.05257215249,40371.53942838088,39280.5657159241,39975.34638663986,39833.981016613325,141.36537002653495,False,0.046287779164244404,0.1700706022170347,False,754.4114517099879,545.4868562283882,UP,754411.4517099878,DOWN,True,True,0,0,0,40580.46402386248,39280.5657159241
2025-05-09 09:23:13.126902,2025-05-09 08:23:13.126902,2025-05-09 10:23:13.126902,40071.66903947698,40280.92229846713,39862.41578048684,39978.161603105356,39880.262904504285,97.89869860107137,False,0.22534403435434325,0.4627348648407731,False,209.2532589901457,304.3241834945002,DOWN,304324.1834945002,DOWN,True,True,0,0,0,40280.92229846713,39767.34485598248
2025-05-09 12:23:13.126902,2025-05-09 11:23:13.126902,2025-05-09 13:23:13.126902,39904.32082166615,40280.169429981856,39528.47221335045,39983.57949610583,39811.13468578485,172.44481032097974,False,0.30070007473144156,0.1721539752532541,False,805.2108058139202,375.84860831570404,UP,805210.8058139201,UP,True,True,2,0,2,40709.53162748007,39528.47221335045
