timestamp,candle1_time,candle3_time,middle_point,middle_high,middle_low,middle_open,middle_close,middle_body,middle_is_bullish,body1_ratio,body3_ratio,is_doji_on_3,max_upside,max_downside,larger_move_direction,move_ratio_larger_to_smaller,first_direction_moved,upside_was_reached,downside_was_reached,bars_to_max_upside,bars_to_max_downside,bars_to_return_to_middle,price_at_max_upside,price_at_max_downside
2025-05-04 15:53:13.106457,2025-05-04 15:23:13.106457,2025-05-04 16:23:13.106457,40075.77855916294,40334.83892356931,39816.71819475658,40008.817940644505,40089.04200716482,80.2240665203135,True,0.04506752821710026,0.36289569519535686,False,259.0603644063667,452.1165453175345,DOWN,452116.5453175345,DOWN,True,True,0,0,0,40334.83892356931,39623.66201384541
2025-05-04 23:23:13.106457,2025-05-04 22:53:13.106457,2025-05-04 23:53:13.106457,40210.6006350079,40656.65864716835,39764.542622847446,39995.78041122211,40135.878356669884,140.09794544777105,True,0.3821859575144757,0.04834100187255408,True,446.05801216045074,872.4353172940318,DOWN,872435.3172940318,DOWN,True,True,0,0,0,40656.65864716835,39338.165317713865
2025-05-05 03:53:13.106457,2025-05-05 03:23:13.106457,2025-05-05 04:23:13.106457,39786.289152904836,40124.50505280962,39448.073253000046,39991.24726170549,39906.51209481557,84.73516688992095,False,0.037245370318355946,0.46502227012115666,False,753.7262501905134,338.2158999047897,UP,753726.2501905133,DOWN,True,True,0,0,0,40540.01540309535,39448.073253000046
2025-05-05 09:53:13.106457,2025-05-05 09:23:13.106457,2025-05-05 10:23:13.106457,39996.639685276285,40423.35624350686,39569.92312704571,39983.563394862314,40177.33223003405,193.768835171737,True,0.01944009091093504,0.16466404796883066,False,479.7639569244784,507.1929960194466,DOWN,507192.9960194466,DOWN,True,True,0,0,0,40476.40364220076,39489.44668925684
2025-05-05 11:23:13.106457,2025-05-05 10:53:13.106457,2025-05-05 11:53:13.106457,40037.46409177949,40620.411439135845,39454.51674442314,39978.257165603674,40092.74602405207,114.48885844839242,True,0.2796593641748734,0.3205756441699307,False,582.9473473563557,582.9473473563485,UP,582947.3473563557,DOWN,True,True,0,0,0,40620.411439135845,39454.51674442314
2025-05-05 17:23:13.106457,2025-05-05 16:53:13.106457,2025-05-05 17:53:13.106457,40008.95997348058,40155.27927970097,39862.64066726019,39979.61274351641,39894.53245529122,85.08028822518827,False,0.2814873127482513,0.1678414379966691,False,501.13111627841135,164.20957177517266,UP,501131.11627841135,DOWN,True,True,0,0,0,40510.09108975899,39844.75040170541
2025-05-05 18:23:13.106457,2025-05-05 17:53:13.106457,2025-05-05 18:53:13.106457,40177.420745732205,40510.09108975899,39844.75040170541,39980.61313882467,40092.73553709964,112.12239827496524,True,0.12736079624221808,0.30541116678388897,False,332.67034402678837,666.1672042682258,DOWN,666167.2042682257,DOWN,True,True,0,0,0,40510.09108975899,39511.25354146398
2025-05-05 20:53:13.106457,2025-05-05 20:23:13.106457,2025-05-05 21:23:13.106457,40187.32885924671,40569.957401266154,39804.70031722726,39979.996149896186,40139.608474013,159.61232411681704,True,0.19492934566163983,0.40685988244231075,False,385.75058048217034,762.1547720077724,DOWN,762154.7720077723,DOWN,True,True,2,2,2,40573.07943972888,39425.174087238935
2025-05-06 05:23:13.106457,2025-05-06 04:53:13.106457,2025-05-06 05:53:13.106457,40056.0271758631,40508.97905819622,39603.07529352997,39983.65268203773,39883.2013296165,100.4513524212307,False,0.1709013665707183,0.03546035842938265,True,452.95188233312365,473.3582424745837,DOWN,473358.2424745837,DOWN,True,True,0,0,0,40508.97905819622,39582.668933388515
2025-05-06 06:23:13.106457,2025-05-06 05:53:13.106457,2025-05-06 06:53:13.106457,39901.78214725551,40220.89536112249,39582.668933388515,39981.01176040137,39770.97673216048,210.03502824089082,False,0.01695927099115935,0.062037230002513495,True,319.11321386698546,319.11321386699274,DOWN,319113.21386699274,DOWN,True,True,0,0,0,40220.89536112249,39582.668933388515
2025-05-06 08:23:13.106457,2025-05-06 07:53:13.106457,2025-05-06 08:53:13.106457,39959.918533906835,40390.73589475064,39529.101173063034,39981.46052173311,39856.390375916075,125.07014581703697,False,0.15467110992751332,0.14373907493412535,False,430.8173608438083,430.817360843801,UP,430817.3608438083,DOWN,True,True,0,0,0,40390.73589475064,39529.101173063034
2025-05-06 10:53:13.106457,2025-05-06 10:23:13.106457,2025-05-06 11:23:13.106457,40258.822779240625,40683.83614024658,39833.80941823467,39982.58972969812,40143.64869503821,161.05896534008934,True,0.3564560556848347,0.025498937609378765,True,425.01336100595654,507.89520663458825,DOWN,507895.20663458825,DOWN,True,True,0,0,1,40683.83614024658,39750.92757260604
2025-05-06 11:53:13.106457,2025-05-06 11:23:13.106457,2025-05-06 12:23:13.106457,39958.78785068722,40166.648128768415,39750.92757260604,39978.8932100383,39913.560065871534,65.33314416676876,False,0.0628598632595268,0.23090725815381058,False,207.86027808119252,508.94399836037337,DOWN,508943.99836037337,DOWN,True,True,0,0,0,40166.648128768415,39449.84385232685
2025-05-06 13:53:13.106457,2025-05-06 13:23:13.106457,2025-05-06 14:23:13.106457,40122.640390745815,40475.45627790377,39769.824503587864,39979.574973517054,40198.911947008026,219.336973490972,True,0.22638687265556023,0.2607574326089429,False,352.81588715795806,726.9167558949484,DOWN,726916.7558949484,DOWN,True,True,0,0,0,40475.45627790377,39395.72363485087
2025-05-06 19:53:13.106457,2025-05-06 19:23:13.106457,2025-05-06 20:23:13.106457,40326.529042627706,40742.62300464326,39910.435080612144,39974.78510576149,40152.17268360575,177.3875778442598,True,0.4548540033160266,0.32844894763313975,False,416.093962015555,477.24109253937786,DOWN,477241.09253937786,DOWN,True,True,0,0,0,40742.62300464326,39849.28795008833
2025-05-07 01:53:13.106457,2025-05-07 01:23:13.106457,2025-05-07 02:23:13.106457,40069.18977572651,40309.362572104736,39829.01697934828,39981.29133738988,40095.01880096682,113.72746357694268,True,0.32789695752507336,0.15459681868601097,False,240.17279637822503,329.6071387014381,DOWN,329607.1387014381,DOWN,True,True,0,0,0,40309.362572104736,39739.58263702507
2025-05-07 04:23:13.106457,2025-05-07 03:53:13.106457,2025-05-07 04:53:13.106457,39989.959388543204,40439.94507346655,39539.97370361986,39983.973585489744,40083.62684220637,99.65325671662868,True,0.05071019908341688,0.24942976399726258,False,449.98568492334743,449.98568492334743,UP,449985.68492334743,DOWN,True,True,0,0,0,40439.94507346655,39539.97370361986
2025-05-07 17:23:13.106457,2025-05-07 16:53:13.106457,2025-05-07 17:53:13.106457,39953.921614626335,40474.70006891392,39433.14316033875,39977.01054625647,40111.99786444011,134.98731818364467,True,0.336014448763372,0.3589037863327928,False,520.7784542875816,520.7784542875888,DOWN,520778.45428758883,DOWN,True,True,0,0,0,40474.70006891392,39433.14316033875
2025-05-07 19:23:13.106457,2025-05-07 18:53:13.106457,2025-05-07 19:53:13.106457,39988.37029222024,40176.20319761884,39800.53738682165,39977.92081735233,39903.127292213976,74.79352513835329,False,0.3492387502497353,0.20055369916257346,False,204.49365604171908,311.488646032878,DOWN,311488.646032878,DOWN,True,True,0,0,0,40192.86394826196,39676.881646187365
2025-05-08 00:23:13.106457,2025-05-07 23:53:13.106457,2025-05-08 00:53:13.106457,39778.55454160378,40178.218648996866,39378.89043421068,39987.34170127435,39820.97175757256,166.3699437017931,False,0.44437214282192855,0.3822294475254398,False,688.1262992525371,399.66410739309504,UP,688126.2992525371,UP,True,True,1,0,2,40466.680840856316,39378.89043421068
2025-05-08 05:53:13.106457,2025-05-08 05:23:13.106457,2025-05-08 06:23:13.106457,39970.710231918485,40107.05815751794,39834.36230631903,39993.1332142698,39869.72863080506,123.40458346474043,False,0.43094783997902486,0.11817334910291423,False,588.6926075841184,321.712620557475,UP,588692.6075841184,DOWN,True,True,0,0,0,40559.4028395026,39648.99761136101
2025-05-08 09:53:13.106457,2025-05-08 09:23:13.106457,2025-05-08 10:23:13.106457,39817.088247560925,40151.78300515121,39482.39348997065,39993.375799297006,39895.07648833468,98.29931096232758,False,0.270649938724641,0.12194680167180652,False,466.421093634046,334.6947575902741,UP,466421.093634046,DOWN,True,True,0,0,0,40283.50934119497,39482.39348997065
2025-05-08 11:23:13.106457,2025-05-08 10:53:13.106457,2025-05-08 11:53:13.106457,40016.993658506806,40306.490742332506,39727.49657468111,39987.799637768476,40104.35911117629,116.55947340781131,True,0.40949044000589047,0.4709072890327006,False,408.2616847597019,567.414302682846,DOWN,567414.302682846,DOWN,True,True,0,0,0,40425.25534326651,39449.57935582396
2025-05-08 14:23:13.106457,2025-05-08 13:53:13.106457,2025-05-08 14:53:13.106457,39880.14583541865,40130.96896191184,39629.32270892546,39986.87824385172,40079.72399163491,92.84574778319075,True,0.36984241273020746,0.12509537404815027,False,555.6508261685522,351.24797576146375,UP,555650.8261685522,DOWN,True,True,0,0,0,40435.7966615872,39528.89785965718
2025-05-08 17:53:13.106457,2025-05-08 17:23:13.106457,2025-05-08 18:23:13.106457,39916.17321145517,40046.760360152046,39785.5860627583,39991.22172779304,39837.76825770872,153.45347008432145,False,0.4581957224254758,0.005246728919125656,True,692.9276296318276,307.41438643665606,UP,692927.6296318276,UP,True,True,1,1,1,40609.100841087,39608.758825018514
2025-05-08 18:53:13.106457,2025-05-08 18:23:13.106457,2025-05-08 19:23:13.106457,40197.44017265318,40447.890323154716,39946.99002215165,39986.62002920262,40122.45127473699,135.83124553436937,True,0.005927419395030662,0.34529449482198954,False,250.45015050153597,801.6641519077748,DOWN,801664.1519077747,DOWN,True,True,0,0,0,40447.890323154716,39395.776020745405
